1.000000,40.000000,61.000000
73.000000,40.000000,67.000000
73.000000,80.000000,42.000000
52.000000,42.000000,45.000000
80.000000,42.000000,45.000000
1.000000,52.000000,45.000000
80.000000,90.000000,45.000000
52.000000,42.000000,5.000000
73.000000,42.000000,5.000000
73.000000,40.000000,5.000000
1.000000,40.000000,5.000000
53.000000,61.000000,17.000000
1.000000,61.000000,83.000000
1.000000,99.000000,83.000000
73.000000,46.000000,10.000000
53.000000,46.000000,11.000000
73.000000,46.000000,11.000000
40.000000,67.000000,100.000000
40.000000,61.000000,100.000000
67.000000,11.000000,100.000000
53.000000,11.000000,100.000000
53.000000,61.000000,100.000000
1.000000,45.000000,31.000000
1.000000,99.000000,31.000000
52.000000,5.000000,78.000000
1.000000,5.000000,78.000000
1.000000,52.000000,78.000000
53.000000,17.000000,16.000000
53.000000,46.000000,16.000000
46.000000,10.000000,16.000000
90.000000,10.000000,16.000000
90.000000,86.000000,98.000000
90.000000,17.000000,98.000000
61.000000,17.000000,98.000000
99.000000,86.000000,58.000000
99.000000,61.000000,58.000000
61.000000,83.000000,59.000000
99.000000,83.000000,59.000000
99.000000,61.000000,59.000000
90.000000,10.000000,8.000000
80.000000,90.000000,8.000000
73.000000,10.000000,8.000000
73.000000,80.000000,8.000000
67.000000,11.000000,72.000000
73.000000,11.000000,72.000000
73.000000,67.000000,72.000000
99.000000,31.000000,36.000000
45.000000,31.000000,66.000000
31.000000,36.000000,66.000000
90.000000,36.000000,66.000000
90.000000,45.000000,66.000000
17.000000,16.000000,89.000000
90.000000,16.000000,89.000000
90.000000,17.000000,89.000000
61.000000,58.000000,15.000000
61.000000,98.000000,15.000000
86.000000,58.000000,15.000000
86.000000,98.000000,15.000000
90.000000,36.000000,9.000000
90.000000,86.000000,9.000000
99.000000,36.000000,9.000000
99.000000,86.000000,9.000000
