4.7167,-3.7945,4.458
0.66493,1.9289,2.2593
3.5652,-1.262,1.4252
-3.0804,-1.3398,-2.8106
4.9825,1.988,3.1116
4.0378,-0.82954,0.9352
0.78325,3.9232,-1.9395
2.6489,-2.9841,-3.2948
-4.563,-3.7514,-0.46175
1.2851,-1.4767,-4.1234
0.086799,4.4493,-4.1763
2.3249,-4.3856,-1.1854
-0.7628,4.4204,-4.1047
-0.20045,2.5086,-3.9386
-4.7887,1.2488,1.5471
-1.6074,0.86471,-4.9639
-3.4624,3.3482,-3.9026
4.1286,-4.4197,1.3618
0.77124,3.7196,-2.829
4.5859,-2.5539,1.7168
-1.0213,-1.4016,3.4329
-2.3145,1.9338,-2.3948
-1.8263,3.8428,-1.3174
4.3897,-4.5555,-0.99904
-1.765,-3.2415,2.5944
1.9292,3.478,2.1765
1.5171,1.0711,-2.9874
-2.265,0.37237,-0.86945
3.9291,-2.3782,1.9825
2.475,-3.7565,2.0389
0.61069,-4.7384,2.7479
-0.8718,-2.2388,-0.054418
1.9299,-1.2291,-0.65037
0.64531,-3.4209,4.311
1.8966,1.2196,3.361
-4.1597,-3.9868,-0.10519
-1.5842,-2.8876,-0.41539
3.2309,-4.088,-0.10036
-1.451,0.7859,3.7808
4.6471,4.2941,3.4425
-2.8261,-4.0752,0.90854
4.982,-1.1274,-1.9365
1.1548,-2.5034,-2.8077
-1.7247,-0.80403,-1.3636
4.6051,-4.9452,-0.81805
0.65241,3.3413,-4.7473
3.2562,-2.0882,-0.29638
-0.83211,3.333,2.1163
3.0896,4.2067,3.0379
1.1636,-1.3408,2.8463
-3.8218,-0.51481,0.62337
4.9816,-2.7227,-0.6695
-1.802,4.4512,-4.1558
2.1749,4.5336,1.839
-3.2141,-0.8251,2.1898
2.0589,-2.6174,-1.189
1.099,3.1474,2.7956
-4.5108,-0.35964,3.2798
-3.3525,-0.73696,4.8358
-3.9022,-1.0494,-0.16334
-4.3259,4.5921,4.9758
3.7064,2.2988,-0.56002
1.5171,3.2105,-0.55734
-2.1361,-0.27728,4.2627
-1.2515,-2.3508,1.0309
-3.3362,-4.1763,-2.722
2.795,4.694,-0.72536
1.8068,-3.2422,0.96931
2.8061,-3.4739,-0.23322
4.7196,0.30364,1.0751
-1.8021,1.2968,4.3297
2.1385,4.2436,-2.7852
4.6921,3.3004,-2.6431
2.1555,-1.7196,-0.6853
3.8681,-0.90129,-1.1446
4.2838,-1.6779,-0.8887
-0.81015,0.4974,-1.1663
4.8904,-2.9194,2.6022
-3.435,0.44202,-2.9108
4.3394,-3.9447,-2.0565
0.15903,4.2744,-2.3788
3.376,-1.3544,3.6158
0.78042,-3.0862,4.9451
-3.6306,1.789,-2.3852
-1.5641,-0.36072,-3.1079
-4.6247,-3.6608,-0.64722
1.0424,-0.34216,4.4432
0.8807,-2.9361,1.769
-2.7926,-0.86233,-4.3361
-4.0205,-3.8151,-3.5276
-1.6931,0.56824,-1.8677
3.2862,4.0684,3.3276
1.8022,-4.295,-1.7966
2.2879,0.81428,4.2043
2.692,-0.26703,-0.61004
-2.0249,-1.9094,0.40958
1.9053,4.4534,-1.6507
-4.7387,1.5959,0.65886
-3.6244,-2.9279,4.693
-1.1977,4.9345,0.57591
